1070000,Glintstone Kris,1,0,[0|0|0],107,1012000,0,1.5,0,400,120,100,10,45,40,0,23,45,14,14,-1,-1,-1,-1,-1,-1,2200,1070000,1070000,1070000,1070000,1070000,1070000,1070000,1070000,1070000,1070000,1070000,-1,-1,-1,-1,-1,1,1,1,1,15,15,3,116,10007,0,0,1,10,57,68,0,0,28,60,0,15,2200,-1,-1,10,-1,7,0,0,20,2,0,149,0,10,101,0,10,5,12,16,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,4,0,0,1,1,14,0,0,6,10,2,10,10,6,0,10,0,1017,0,0,0,0,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.04,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1200,320,6,6,2,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
1080000,Scorpion's Stinger,1,0,[0|0|0],103,1010000,0,2.5,0,500,180,100,30,70,0,0,38,22,22,22,-1,6600,-1,-1,-1,-1,2200,1080000,1080000,1080000,1080000,1080000,1080000,1080000,1080000,1080000,1080000,1080000,-1,-1,-1,-1,-1,1,1,1,1,15,15,3,117,10008,0,0,1,10,79,0,0,0,31,60,0,16,2200,-1,-1,10,-1,7,0,0,20,2,4,117,0,0,101,0,10,6,12,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,5,5,401000,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,20,0.011,0,0,0,1,1,0,0,0,0,1,1,22,0,0,6,10,2,11,11,6,0,11,0,109,0,0,0,6,1,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1800,320,6,6,2,0,35,6451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
8030000,Bloodhound's Fang,1,0,[0|0|0],804,1704000,0,11.5,0,650,640,500,41,60,0,0,68,36,36,36,6402,-1,-1,-1,-1,-1,2200,8030000,8030000,8030000,8030000,8030000,8030000,8030000,8030000,8030000,8030000,8030000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,453,10282,0,0,1,10,141,0,0,0,61,60,0,44,2200,-1,-1,0,-1,7,0,3,40,2,0,100,0,0,0,2,12,18,17,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,40,0.059,1,0,0,1,1,0,0,0,0,1,1,36,0,0,6,80,0,21,21,6,0,21,0,1175,0,0,0,0,11,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,6400,310,6,6,2,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
8100000,Morgott's Cursed Sword,1,0,[0|0|0],810,1708000,0,7.5,0,450,400,1000,15,60,0,0,55,29,29,29,6412,-1,-1,-1,-1,-1,2200,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,8100000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,459,10288,0,0,1,10,120,0,0,0,48,60,0,35,2200,-1,-1,10,-1,7,0,3,40,2,0,100,7,0,0,2,12,14,35,0,0,99,0,0,10,70,0,1,0,0,0,17,17,17,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,40,0.059,1,0,0,1,1,0,0,0,0,1,1,29,0,0,6,80,0,17,17,6,17,17,0,1027,30,0,0,0,11,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.95,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10013,0,1,1,0,0,0,0,1,0,0,0,0,4000,310,6,6,3,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9020000,Hand of Malenia,1,0,[0|0|0],902,1807000,0,7,0,250,380,1000,5,75,0,0,49,33,33,33,6401,-1,-1,-1,-1,-1,2200,9020000,9020000,9020000,9020000,9020000,9020000,9020000,9020000,9020000,9020000,9020000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,552,10322,0,0,1,10,117,0,0,0,45,60,0,33,2200,-1,-1,0,-1,7,0,3,29,2,0,100,0,0,0,0,10,16,48,0,0,99,0,0,10,40,0,1,0,0,0,16,16,16,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,90,2,16,16,6,0,16,0,1028,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3800,310,6,6,3,0,40,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9030000,Meteoric Ore Blade,1,0,[0|0|0],903,1803000,0,7.5,0,450,320,500,45,17,36,0,50,45,31,31,6401,-1,-1,-1,-1,-1,2200,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,9030000,-1,-1,-1,-1,-1,1.2,1,1,1,15,15,5,553,10323,0,0,1,10,112,72,0,0,52,60,0,33,2200,-1,-1,0,-1,7,0,3,29,2,0,100,0,10,166,0,10,15,14,18,0,99,0,0,10,40,0,1,0,0,0,16,16,16,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,4,0,0,1,1,31,0,0,6,90,2,16,16,6,0,16,0,209,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.035,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3200,310,6,6,2,0,40,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9040000,Rivers of Blood,1,0,[0|0|0],906,1805000,0,6.5,0,300,360,500,10,50,0,0,36,26,52,26,6401,-1,-1,-1,-1,-1,2200,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,554,10324,0,0,1,10,76,0,76,0,45,60,0,31,2200,-1,-1,0,-1,7,0,3,29,2,0,100,7,11,0,0,10,12,18,0,0,99,0,0,10,40,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,0,4,0,1,1,26,0,0,6,90,2,15,15,6,20,15,0,1177,33,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10100,0,1,1,0,0,0,0,1,0,0,0,0,3600,310,6,6,2,0,40,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,3,0,1,1,[0|0|0|0|0|0|0|0]
9060000,Moonveil,1,0,[0|0|0],905,1804000,0,6.5,0,300,360,500,12,50,60,0,31,57,26,26,6401,-1,-1,-1,-1,-1,2200,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,556,10326,0,0,1,10,73,87,0,0,45,60,0,31,2200,-1,-1,0,-1,7,0,3,29,2,0,100,0,10,0,0,10,12,18,23,0,99,0,0,10,40,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,4,0,0,1,1,26,0,0,6,90,2,15,15,6,0,15,0,1178,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3600,310,6,6,2,0,40,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
9070000,Dragonscale Blade,0,0,[0|0|0],910,1806000,0,5.5,0,350,310,500,30,60,0,0,35,25,25,50,-1,-1,-1,-1,-1,-1,2200,9070000,9070000,9070000,9070000,9070000,9070000,9070000,9070000,9070000,9070000,9070000,-1,-1,-1,-1,-1,1,1,1.1,1.2,15,15,5,558,10327,0,0,1,10,110,0,0,0,45,60,0,30,2200,-1,-1,0,-1,7,0,3,29,2,4,153,0,12,0,0,10,12,20,0,0,99,0,0,10,40,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,5,5,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,0,0,4,1,1,25,0,0,6,90,2,15,15,6,0,15,0,1043,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3100,310,6,6,2,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
11150000,Marika's Hammer,1,0,[0|0|0],1115,2214000,0,6,0,800,380,1000,50,31,0,40,44,30,30,30,-1,-1,-1,-1,-1,-1,2200,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,11150000,-1,-1,-1,-1,-1,1,1,1,1,15,15,6.5,821,10414,0,0,1,10,101,0,0,0,58,60,0,33,2200,-1,-1,0,-1,7,0,5,33,2,4,153,0,13,0,0,10,20,12,0,19,99,0,0,10,70,0,1,0,0,0,16,16,16,16,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,8,8,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,1,1,44,65,4,6,130,1,16,16,6,0,16,0,1029,0,0,0,3,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,3,3800,310,6,6,3,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
