30010000,Perfumer's Shield,1,0,[0|0|0],3000,7112000,0,1.5,0,600,140,100,24,0,0,0,66,35,35,16,-1,-1,-1,5300100,-1,-1,0,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,1,1,1,1,15,15,5,2103,12001,0,0,1,10,67,0,0,0,51,60,0,37,8000,-1,-1,0,-1,7,0,12,48,2,0,160,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,19,19,19,19,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,106,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,480,0.015,0,0,0,1,1,0,0,0,0,1,1,35,0,0,6,20,1,19,19,6,0,19,0,302,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.97,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,1400,310,6,6,1,2,30,-1,-1,-1,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,30010000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30020000,Man-Serpent's Shield,1,0,[0|0|0],3000,7109000,0,2,0,600,140,100,24,0,0,0,75,35,48,18,-1,-1,-1,-1,-1,-1,0,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,1,1,1,1,15,15,5,2104,12002,0,0,1,10,70,0,0,0,54,60,0,39,8000,-1,-1,0,-1,7,0,12,48,2,0,160,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,106,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,20,1,20,20,6,0,20,0,10,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,1400,310,6,6,1,2,30,-1,-1,-1,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,30020000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30030000,Rickety Shield,0,0,[0|0|0],3000,7100000,0,1,0,600,140,100,24,0,0,0,61,29,24,34,-1,-1,-1,-1,-1,-1,0,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,1,1,1,1,15,15,5,2008,12003,0,0,1,10,70,0,0,0,54,60,0,37,8000,-1,-1,0,-1,7,0,12,48,2,2,105,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,128,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,34,0,0,6,20,1,20,20,6,0,20,0,302,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1400,310,6,6,1,2,30,-1,-1,-1,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,30030000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30040000,Pillory Shield,1,0,[0|0|0],3000,7105000,0,3.5,0,600,140,100,24,0,0,0,68,46,23,38,-1,-1,-1,5300400,-1,-1,0,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,1,1,1,1,15,15,5,2106,12004,0,0,1,10,71,0,0,0,54,60,0,40,8000,-1,-1,0,-1,7,0,12,48,2,2,105,0,0,0,0,15,10,0,0,0,99,0,0,30,60,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,128,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,46,0,0,6,20,1,21,21,6,0,21,0,10,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1400,310,6,6,1,2,30,-1,-1,-1,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,30040000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30060000,Beastman's Jar-Shield,1,0,[0|0|0],3000,7223000,0,5,0,900,340,100,24,0,0,0,95,30,55,60,-1,-1,-1,-1,-1,-1,0,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,1,1,1,1,15,15,5.5,503,12006,0,0,1,10,71,0,0,0,68,60,0,50,8100,-1,-1,0,-1,7,0,12,49,0,4,127,0,0,0,0,15,10,0,0,0,99,0,0,50,80,0,3,0,0,0,25,25,25,25,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,117,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,49,0.015,0,0,0,1,1,0,0,0,0,1,1,55,0,0,6,30,1,25,25,6,0,25,0,10,0,0,0,0,67,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.96,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,3400,310,6,6,1,2,30,-1,-1,-1,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,30060000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30070000,Red Thorn Roundshield,0,0,[0|0|0],3000,7104000,0,1.5,0,600,140,100,24,0,0,0,68,32,42,37,-1,-1,-1,-1,-1,-1,0,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,1,1,1,1,15,15,5,2108,12007,0,0,1,10,70,0,0,0,54,60,0,38,8000,-1,-1,0,-1,7,0,12,48,2,2,105,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,128,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,37,0,0,6,20,1,20,20,6,0,20,0,302,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1400,310,6,6,1,2,30,-1,-1,-1,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,30070000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30080000,Scripture Wooden Shield,1,0,[0|0|0],3000,7103000,0,1.5,0,600,140,100,24,0,0,0,70,40,22,37,-1,-1,-1,-1,-1,-1,0,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,1,1,1,1,15,15,5,2109,12008,0,0,1,10,70,0,0,0,54,60,0,38,8000,-1,-1,0,-1,7,0,12,48,2,2,105,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,128,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,45,0,0,6,20,1,20,20,6,0,20,0,302,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1400,310,6,6,1,2,30,-1,-1,-1,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,30080000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30090000,Riveted Wooden Shield,1,0,[0|0|0],3000,7101000,0,2,0,600,140,100,24,0,0,0,74,43,31,24,-1,-1,-1,-1,-1,-1,0,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,1,1,1,1,15,15,5,2110,12009,0,0,1,10,72,0,0,0,56,60,0,39,8000,-1,-1,0,-1,7,0,12,48,2,2,105,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,128,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,45,0,0,6,20,1,21,21,6,0,21,0,302,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1400,310,6,6,1,2,30,-1,-1,-1,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,30090000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30100000,Blue-White Wooden Shield,1,0,[0|0|0],3000,7102000,0,2,0,600,140,100,24,0,0,0,73,45,35,22,-1,-1,-1,-1,-1,-1,0,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,1,1,1,1,15,15,5,2111,12010,0,0,1,10,72,0,0,0,56,60,0,39,8000,-1,-1,0,-1,7,0,12,48,2,2,105,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,21,21,21,21,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,128,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,42,0,0,6,20,1,21,21,6,0,21,0,10,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,1,1400,310,6,6,1,2,30,-1,-1,-1,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,30100000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
30110000,Rift Shield,1,0,[0|0|0],3000,7111000,0,2,0,600,140,100,24,0,0,0,76,33,37,18,-1,-1,-1,5301100,-1,-1,0,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,1,1,1,1,15,15,5,2115,12011,0,0,1,10,70,0,0,0,54,60,0,38,8000,-1,-1,0,-1,7,0,12,48,2,0,160,0,0,0,0,15,8,0,0,0,99,0,0,30,60,0,2,0,0,0,20,20,20,20,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,106,2,2,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,48,0.015,0,0,0,1,1,0,0,0,0,1,1,37,0,0,6,20,1,20,20,6,0,20,0,302,0,0,0,0,65,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,1400,310,6,6,1,2,30,-1,-1,-1,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,30110000,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
