4820,DSL BigQuestRewards 3 3 3 3 2 2 ,17000000,17001000,17002000,17003000,100010000,100020000,0,0,3,3,3,3,2,2,0,0,180,120,120,180,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260000,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
10281,DSL BigQuestRewards 3 3 3 3 2 2 ,17004000,17005000,17006000,17007000,100030000,100040000,0,0,3,3,3,3,2,2,0,0,180,180,120,120,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260001,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
20162,DSL BigQuestRewards 3 3 3 3 2 2 ,17008000,17009000,17010000,17011000,100050000,100060000,0,0,3,3,3,3,2,2,0,0,120,180,180,120,180,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260002,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
20181,DSL BigQuestRewards 3 3 3 3 2 2 ,17012000,17013000,17014000,17015000,100070000,100080000,0,0,3,3,3,3,2,2,0,0,120,60,120,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260003,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
101911,DSL BigQuestRewards 3 3 3 2 2 2 ,17016000,17017000,17018000,100090000,100100000,100110000,0,0,3,3,3,2,2,2,0,0,120,180,120,180,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260004,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
112201,DSL BigQuestRewards 3 3 3 3 2 2 ,17019000,17020000,17021000,17022000,100120000,100130000,0,0,3,3,3,3,2,2,0,0,120,180,180,120,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260005,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
10000731,DSL BigQuestRewards 3 3 3 3 2 2 ,17023000,17024000,17025000,17026000,100140000,100150000,0,0,3,3,3,3,2,2,0,0,180,180,120,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260006,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
10001096,DSL BigQuestRewards 3 3 3 3 2 2 ,17027000,17028000,17029000,17030000,100160000,100170000,0,0,3,3,3,3,2,2,0,0,120,120,180,180,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260007,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
11000991,DSL BigQuestRewards 3 3 3 2 2 2 ,17031000,17032000,17033000,100180000,100190000,100200000,0,0,3,3,3,2,2,2,0,0,180,180,180,120,90,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260008,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
11001194,DSL BigQuestRewards 3 3 3 3 2 2 ,17034000,17035000,17036000,17037000,100210000,100220000,0,0,3,3,3,3,2,2,0,0,180,120,60,120,60,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260009,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
12010101,DSL BigQuestRewards 3 3 3 2 2 2 ,17038000,17039000,17040000,100230000,100240000,100250000,0,0,3,3,3,2,2,2,0,0,120,180,120,60,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024260010,0,0,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
