300000500,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10001000,10002000,10003000,10004000,10005000,10006000,10007000,0,3,3,3,3,3,3,3,979,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000501,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10008000,10009000,10010000,10011000,10012000,10013000,10014000,0,3,3,3,3,3,3,3,980,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000502,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10015000,10016000,10017000,10018000,10019000,10020000,10021000,0,3,3,3,3,3,3,3,980,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000503,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10022000,10023000,10024000,10025000,10026000,10027000,10028000,0,3,3,3,3,3,3,3,979,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000601,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10029000,10030000,10031000,10032000,10033000,10034000,10035000,0,3,3,3,3,3,3,3,983,2,3,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000602,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10036000,10037000,10038000,10039000,10040000,10041000,10042000,0,3,3,3,3,3,3,3,982,3,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000603,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10043000,10044000,10045000,10046000,10047000,10048000,10049000,0,3,3,3,3,3,3,3,985,2,2,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000604,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10050000,10051000,10052000,10053000,10054000,10055000,10056000,0,3,3,3,3,3,3,3,984,3,2,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000701,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10057000,10058000,10059000,10060000,10061000,10062000,10063000,0,3,3,3,3,3,3,3,983,2,3,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000702,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10064000,10065000,10066000,10067000,10068000,10069000,10070000,0,3,3,3,3,3,3,3,982,2,3,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000703,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10071000,10072000,10073000,10074000,10075000,10076000,10077000,0,3,3,3,3,3,3,3,981,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000704,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10078000,10079000,10080000,10081000,10082000,10083000,10084000,0,3,3,3,3,3,3,3,985,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000801,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10085000,10086000,10087000,10088000,10089000,10090000,10091000,0,3,3,3,3,3,3,3,982,2,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000802,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10092000,10093000,10094000,10095000,10096000,10097000,10098000,0,3,3,3,3,3,3,3,983,2,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000803,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10099000,10100000,10101000,10102000,10103000,10104000,10105000,0,3,3,3,3,3,3,3,981,3,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300000804,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10106000,10107000,10108000,10109000,10110000,10111000,10112000,0,3,3,3,3,3,3,3,982,3,2,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300014001,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10113000,10114000,10115000,10116000,10117000,10118000,10119000,0,3,3,3,3,3,3,3,980,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300014002,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10120000,10121000,10122000,10123000,10124000,10125000,10126000,0,3,3,3,3,3,3,3,983,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300014003,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10127000,10128000,10129000,10130000,10131000,10132000,10133000,0,3,3,3,3,3,3,3,981,3,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300014004,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10134000,10135000,10136000,10137000,10138000,10139000,10140000,0,3,3,3,3,3,3,3,982,3,3,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
300014100,DSL Armour Drops 3 3 3 3 3 3 3 ,0,10141000,10142000,10143000,10144000,10145000,10146000,10147000,0,3,3,3,3,3,3,3,980,3,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
